State_Tribe_Territory,County_Name,FIPS_State,FIPS_County,date,order_code,Face_Masks_Required_in_Public,Source_of_Action,URL,Citation
MO,Adair County,29,1,6/1/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/2/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/3/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/4/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/5/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/6/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/7/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/8/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/9/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/10/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/11/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/12/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/13/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/14/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/15/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/16/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/17/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/18/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/19/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/20/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/21/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/22/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/23/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/24/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/25/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/26/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/27/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/28/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/29/20,2,NA,NA,NA,NA
MO,Adair County,29,1,6/30/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/1/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/2/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/3/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/4/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/5/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/6/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/7/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/8/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/9/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/10/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/11/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/12/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/13/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/14/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/15/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/16/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/17/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/18/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/19/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/20/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/21/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/22/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/23/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/24/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/25/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/26/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/27/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/28/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/29/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/30/20,2,NA,NA,NA,NA
MO,Adair County,29,1,7/31/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/1/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/2/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/3/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/4/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/5/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/6/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/7/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/8/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/9/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/10/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/11/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/12/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/13/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/14/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/15/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/16/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/17/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/18/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/19/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/20/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/21/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/22/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/23/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/24/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/25/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/26/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/27/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/28/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/29/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/30/20,2,NA,NA,NA,NA
MO,Adair County,29,1,8/31/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/1/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/2/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/3/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/4/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/5/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/6/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/7/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/8/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/9/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/10/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/11/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/12/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/13/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/14/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/15/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/16/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/17/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/18/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/19/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/20/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/21/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/22/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/23/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/24/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/25/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/26/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/27/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/28/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/29/20,2,NA,NA,NA,NA
MO,Adair County,29,1,9/30/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/1/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/2/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/3/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/4/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/5/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/6/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/7/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/8/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/9/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/10/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/11/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/12/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/13/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/14/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/15/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/16/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/17/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/18/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/19/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/20/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/21/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/22/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/23/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/24/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/25/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/26/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/27/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/28/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/29/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/30/20,2,NA,NA,NA,NA
MO,Adair County,29,1,10/31/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/1/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/2/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/3/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/4/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/5/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/6/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/7/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/8/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/9/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/10/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/11/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/12/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/13/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/14/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/15/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/16/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/17/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/18/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/19/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/20/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/21/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/22/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/23/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/24/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/25/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/26/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/27/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/28/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/29/20,2,NA,NA,NA,NA
MO,Adair County,29,1,11/30/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/1/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/2/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/3/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/4/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/5/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/6/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/7/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/8/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/9/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/10/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/11/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/12/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/13/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/14/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/15/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/16/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/17/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/18/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/19/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/20/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/21/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/22/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/23/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/24/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/25/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/26/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/27/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/28/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/29/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/30/20,2,NA,NA,NA,NA
MO,Adair County,29,1,12/31/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/10/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/11/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/12/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/13/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/14/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/15/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/16/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/17/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/18/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/19/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/20/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/21/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/22/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/23/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/24/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/25/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/26/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/27/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/28/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/29/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,4/30/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/1/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/2/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/3/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/4/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/5/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/6/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/7/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/8/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/9/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/10/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/11/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/12/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/13/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/14/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/15/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/16/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/17/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/18/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/19/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/20/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/21/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/22/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/23/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/24/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/25/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/26/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/27/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/28/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/29/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/30/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,5/31/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/1/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/2/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/3/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/4/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/5/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/6/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/7/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/8/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/9/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/10/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/11/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/12/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/13/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/14/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/15/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/16/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/17/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/18/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/19/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/20/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/21/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/22/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/23/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/24/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/25/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/26/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/27/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/28/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/29/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,6/30/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/1/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/2/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/3/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/4/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/5/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/6/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/7/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/8/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/9/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/10/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/11/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/12/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/13/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/14/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/15/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/16/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/17/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/18/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/19/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/20/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/21/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/22/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/23/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/24/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/25/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/26/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/27/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/28/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/29/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/30/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,7/31/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/1/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/2/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/3/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/4/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/5/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/6/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/7/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/8/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/9/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/10/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/11/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/12/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/13/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/14/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/15/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/16/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/17/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/18/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/19/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/20/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/21/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/22/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/23/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/24/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/25/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/26/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/27/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/28/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/29/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/30/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,8/31/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/1/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/2/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/3/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/4/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/5/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/6/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/7/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/8/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/9/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/10/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/11/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/12/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/13/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/14/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/15/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/16/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/17/20,2,NA,NA,NA,NA
MO,Andrew County,29,3,9/18/20,2,NA,NA,NA,NA
